成語,常用
暮楚朝秦,false
暮氣沉沉,false
暮爨朝舂,false
暮禮晨參,false
暮翠朝紅,false
暮色蒼茫,false
暮虢朝虞,false
暮雨朝雲,false
暮雲春樹,false
暮鼓晨鐘,false
暮鼓朝鍾,false
曇花一現,false
曉以利害,false
曉以大義,false
曉行夜住,false
曉行夜宿,false
曉風殘月,false
曙後星孤,false
曝書見竹,false
曝背食芹,false
曝骨履腸,false
曠世奇才,false
曠世無匹,false
曠世逸才,false
曠古一人,false
曠古奇聞,false
曠古未有,false
曠古未聞,false
曠古絕倫,false
曠夫怨女,false
曠心怡神,false
曠日引久,false
曠日引月,false
曠日彌久,false
曠日持久,false
曠日積晷,false
曠日累時,false
曠日經久,false
曠日經年,false
曠日長久,false
曠日離久,false
曠若發蒙,false
曠達不羈,false
曲不離口,false
曲學詖行,false
曲學阿世,false
曲徑通幽,false
曲意奉迎,false
曲意承迎,false
曲意迎合,false
曲意逢迎,false
曲盡其妙,false
曲盡奇妙,false
曲眉豐頰,false
曲突徙薪,false
曲突移薪,false
曲終奏雅,false
曲肱而枕,false
曲裡拐彎,false
曲高和寡,false
曳兵之計,false
曳兵棄甲,false
曳尾塗中,false
曳尾泥塗,false
曳裾王門,false
更上一層,false
更令明號,false
更僕難數,false
更僕難盡,false
更僕難終,false
更名改姓,false
更唱疊和,false
更唱迭和,false
更姓改物,false
更弦改轍,false
更弦易轍,false
更待干罷,false
更深人靜,false
更深夜靜,false
更進一竿,false
更長夢短,false
更闌人靜,false
更難僕數,false
書不盡意,false
書不盡言,false
書不釋手,false
書囊無底,false
書生之見,false
書畫卯酉,false
書空咄咄,false
書缺有間,false
書聲朗朗,false
書聲琅琅,false
書讀五車,false
書通二酉,false
書香世家,false
書香人家,false
書香門戶,false
書香門第,false
曼衍魚龍,false
曾不慘然,false
曾參殺人,true
曾幾何時,false
曾母投杼,false
曾無與二,false
曾經滄海,false
替古人擔,false
替古人耽,false
替天行道,false
會家不忙,false
會少離多,false
會者不忙,false
會逢其適,false
會道能說,false
月下老人,false
月下老兒,false
月下花前,false
月中折桂,false
月值年災,false
月圓花好,false
月地雲階,false
月墜花折,false
月夕花晨,false
月夕花朝,false
月夜花朝,false
月旦春秋,false
月明千里,false
月明星稀,false
月暈知風,false
月暈礎潤,false
月暈而風,false
月朗星稀,false
月朗風清,false
月沒參橫,false
月滿則虧,false
月異日新,false
月白風清,false
月盈則食,false
月章星句,false
月缺花殘,false
月缺難圓,false
月落參橫,false
月落星沉,false
月落烏啼,false
月裡嫦娥,false
月貌花容,false
月露之體,false
月露風雲,false
月黑風高,false
朋比作奸,false
朋比為奸,false
朋黨比周,false
朗月清風,false
朗朗上口,false
朗朗乾坤,false
朗目疏眉,false
望其肩項,false
望其項背,false
望塵不及,false
望塵僩聲,false
望塵奔北,false
望塵奔潰,false
望塵拜伏,false
望塵而拜,false
望塵莫及,false
望塵追跡,false
望塵靡及,false
望子成龍,false
望屋以食,false
望屋而食,false
望岫息心,false
望峰息心,false
望帝啼鵑,false
望影揣情,false
望文生義,true
望文生訓,false
望斷白雲,false
望梅止渴,true
望梅閣老,false
望洋而歎,false
望洋興歎,false
望眼將穿,false
望眼欲穿,false
望秋先零,false
望空捉影,false
望穿秋水,false
望而卻步,false
望而生畏,false
望聞問切,false
望衡對宇,false
望表知裡,false
望門投止,false
望雲之情,false
望風希指,false
望風希旨,false
望風承旨,false
望風披靡,false
望風捕影,false
望風撲影,false
望風而逃,false
望風而遁,false
望風而降,false
望風而靡,false
望風響應,false
期期艾艾,false
期頤之壽,false
木人石心,false
木公金母,false
木壞山頹,false
木已成舟,false
木干鳥棲,false
木心石腹,false
木本水源,false
木朽蛀生,false
木梗之患,false
木石心腸,false
木落歸本,false
木訥寡言,false
木雕泥塑,false
木雞養到,false
木頭木腦,false
未了公案,false
未卜先知,false
未可厚非,false
未可同日,false
未定之天,false
未形之患,false
未成一簣,false
未敢苟同,false
未明求衣,false
未為不可,false
未焚徙薪,false
未知萬一,false
未竟之志,false
未老先衰,false
未能免俗,false
未艾方興,false
未識一丁,false
未足輕重,false
未達一間,false
未雨綢繆,true
未風先雨,false
末大不掉,false
末大必折,false
末如之何,false
末學膚受,false
末節細行,false
末路之難,false
末路窮途,false
札手舞腳,false
朱唇玉面,false
朱唇皓齒,false
朱唇粉面,false
朱干玉戚,false
朱弦三歎,false
朱斑皁蓋,false
朱斑皂蓋,false
朱槃玉敦,false
朱樓碧瓦,false
朱樓綺戶,false
朱甍碧瓦,false
朱盤玉敦,false
朱衣使者,false
朱衣點頭,false
朱輪華轂,false
朱門繡戶,false
朱門酒肉,false
朱閣青樓,false
朱陳之好,false
朱雀玄武,false
朱雲折檻,false
朱顏綠發,false
朱顏翠發,false
朱顏鶴發,false
朽戈鈍甲,false
朽木不可,false
朽木不雕,false
朽木死灰,false
朽木生花,false
朽木糞土,false
朽木糞牆,false
朽木難彫,false
朽木難雕,false
朽株枯木,false
朽條腐索,false
朽棘不彫,false
朽棘不雕,false
朽竹篙舟,false
朽索馭馬,false
朽骨重肉,false
李下瓜田,false
李代桃僵,false
李廣不侯,false
李廣未封,false
李廣難封,false
李白桃紅,false
李郭仙舟,false
李郭同舟,false
李郭同船,false
杏腮桃臉,false
杏臉桃腮,false
杏花春雨,false
杏雨梨雲,false
杖履相從,false
杖履縱橫,false
杞人之憂,false
杞人憂天,false
杞國之憂,false
杞國憂天,false
杞天之慮,false
杞宋無征,false
杞梓之林,false
束上起下,false
束之高屋,false
束之高閣,false
束修自好,false
束兵秣馬,false
束在高閣,false
束帶結髮,false
束廣就狹,false
束戈卷甲,false
束手坐視,false
束手就困,false
束手就擒,false
束手就斃,false
束手就殪,false
束手就禽,false
束手就縛,false
束手待斃,false
束手待死,false
束手旁觀,false
束手束腳,false
束手束足,false
束手無措,false
束手無策,false
束手無術,false
束手無計,false
束手縛腳,false
束手聽命,false
束手自斃,false
束教管聞,false
束杖理民,false
束椽為柱,false
束縕舉火,false
束縕請火,false
束縕還婦,false
束置高閣,false
束肩斂息,false
束蒲為脯,false
束蘊乞火,false
束蘊請火,false
束裝就道,false
束裝盜金,false
束貝含犀,false
束身受命,false
束身就縛,false
束身自修,false
束身自好,false
束身自愛,false
束馬懸車,false
束馬縣車,false
束髮封帛,false
杳不可聞,false
杳如黃鶴,false
杳無人煙,false
杳無人跡,false
杳無信息,false
杳無影響,false
杳無消息,false
杳無蹤影,false
杳無蹤跡,false
杳無音信,false
杳無音耗,false
杳無音訊,false
杷羅剔抉,false
杼柚之空,false
杼柚其空,false
杼柚空虛,false
松喬之壽,false
松形鶴骨,false
松枝掛劍,false
松柏之壽,false
松柏之志,false
松柏之茂,false
松柏寒盟,false
松柏後凋,false
松筠之節,false
松茂竹苞,false
松蘿共倚,false
枇杷門巷,false
枉勘虛招,false
枉口嚼舌,false
枉口拔舌,false
枉口誑舌,false
枉墨矯繩,false
枉尺直尋,false
枉己正人,false
枉曲直湊,false
枉法徇私,false
枉物難消,false
枉用心機,false
枉直同貫,false
枉直隨形,false
枉矢哨壺,false
枉矯過激,false
枉突徙薪,false
枉費唇舌,false
枉費工夫,false
枉費心力,false
枉費心思,false
枉費心機,false
枉費心計,false
枉費日月,false
枉轡學步,false
枉道事人,false
析交離親,false
析圭儋爵,false
析圭分組,false
析圭擔爵,false
析律舞文,false
析律貳端,false
析微察異,false
析毫剖厘,false
析毫剖芒,false
析珪判野,false
析珪胙土,false
析疑匡謬,false
析精剖微,false
析縷分條,false
析肝劌膽,false
析肝吐膽,false
析肝瀝悃,false
析言破律,false
析辨詭詞,false
析辨詭辭,false
析辯詭辭,false
析骨而炊,false
析骸以爨,false
析骸易子,false
枕中鴻寶,false
枕典席文,false
枕冷衾寒,false
枕善而居,false
枕山棲谷,false
枕山臂江,false
枕山襟海,false
枕山負海,false
枕巖漱流,false
枕席過師,false
枕席還師,false
枕干之讎,false
枕戈以待,false
枕戈剚刃,false
枕戈嘗膽,false
枕戈坐甲,false
枕戈寢甲,false
枕戈待命,false
枕戈待敵,false
枕戈待旦,false
枕戈披甲,false
枕戈擊楫,false
枕戈汗馬,false
枕戈泣血,false
枕戈達旦,false
枕戈飲膽,false
枕戈飲血,false
枕方寢繩,false
枕曲藉糟,false
枕流漱石,false
枕石嗽流,false
枕石寢繩,false
枕石漱流,false
枕穩衾溫,false
枕籍經史,false
枕經籍書,false
枕黮藉糟,false
林下清風,false
林下風度,false
林下風氣,false
林下風範,false
林下風致,false
林下風韻,false
林下高風,false
林寒洞肅,false
林寒澗肅,false
林林總總,false
林棲谷隱,false
林籟泉韻,false
枘圓鑿方,false
枘鑿冰炭,false
枘鑿方圓,false
枚速馬工,false
果不其然,false
果刑信賞,false
果於自信,false
果然如此,false
果熟蒂落,false
果行育德,false
枝分縷解,false
枝分葉散,false
枝別條異,false
枝外生枝,false
枝大於本,false
枝對葉比,false
枝布葉分,false
枝幹相持,false
枝末生根,false
枝流葉布,false
枝源派本,false
枝節橫生,false
枝繁葉茂,false
枝葉扶疏,false
枝葉扶蘇,false
枝葉相持,false
枝詞蔓語,false
枝詞蔓說,false
枝辭蔓語,false
枝附影從,false
枝附葉從,false
枝附葉著,false
枝附葉連,false
枯形灰心,false
枯木再生,false
枯木朽株,false
枯木死灰,false
枯木生花,false
枯木發榮,false
枯木逢春,false
枯本竭源,false
枯朽之餘,false
枯枝再春,false
枯枝敗葉,false
枯株朽木,false
枯楊生稊,false
枯樹生花,false
枯樹生華,false
枯樹逢春,false
枯樹開花,false
枯燥無味,false
枯耘傷歲,false
枯腦焦心,false
枯苗望雨,false
枯蓬斷草,false
枯蘗朽株,false
枯骨之餘,false
枯骨生肉,false
枯體灰心,false
枯魚之肆,false
枯魚涸轍,false
枯魚病鶴,false
枯魚銜索,false
枵腹從公,false
枵腹終朝,false
架屋疊床,false
架屋迭床,false
架海金梁,false
架肩接踵,false
架肩擊轂,false
架謊鑿空,false
枷脰械手,false
染指垂涎,false
染指於鼎,false
染神亂志,false
染神刻骨,false
染絲之變,false
染翰成章,false
染舊作新,false
染蒼染黃,false
染藍涅皂,false
染須種齒,false
染風習俗,false
柔心弱骨,false
柔情俠骨,false
柔情媚態,false
柔情密意,false
柔情綽態,false
柔情蜜意,false
柔懦寡斷,false
柔枝嫩條,false
柔枝嫩葉,false
柔筋脆骨,false
柔而不犯,false
柔聲下氣,false
柔能克剛,false
柔能制剛,false
柔腸寸斷,false
柔腸百結,false
柔腸百轉,false
柔膚弱體,false
柔茹剛吐,false
柔茹寡斷,false
柔遠懷來,false
柔遠懷邇,false
柔遠綏懷,false
柔遠能邇,false
柔遠鎮邇,false
柙虎樊熊,false
柱天踏地,false
柱小傾大,false
柱石之堅,false
柳下借陰,false
柳啼花怨,false
柳嚲花嬌,false
柳嚲鶯嬌,false
柳夭桃艷,false
柳嬌花媚,false
柳寵花迷,false
柳巷花街,false
柳市花街,false
柳弱花嬌,false
柳影花陰,false
柳戶花門,false
柳折花殘,false
柳昏花螟,false
柳暖花春,false
柳暗花明,false
柳暗花遮,false
柳樹上著,false
柳泣花啼,false
柳煙花霧,false
柳營花市,false
柳營花陣,false
柳眉倒豎,false
柳眉剔豎,false
柳眉星眼,false
柳眉踢豎,false
柳絮才高,false
柳綠桃紅,false
柳綠花紅,false
柳聖花神,false
柳腰花態,false
柳腰蓮臉,false
柳街花巷,false
柳衢花市,false
柳門竹巷,false
柳陌花叢,false
柳陌花街,false
柳陌花衢,false
柳骨顏筋,false
柳鶯花燕,false
校短推長,false
校短量長,false
栩栩如生,true
栩栩欲活,false
株連蔓引,false
根株牽連,false
根株結盤,false
根株附麗,false
根深枝茂,false
根深葉茂,false
根深蒂結,false
根牙盤錯,false
根牙磐錯,false
根生土長,false
桀傲不恭,false
桀傲不馴,false
桀敖不馴,false
桀犬吠堯,false
桀貪驁詐,false
桀驁不恭,false
桀驁不遜,false
桀驁不馴,false
桀驁自恃,false
桀驁難馴,false
桂子蘭孫,false
桂子飄香,false
桂折一枝,false
桂折蘭摧,false
桂林一枝,false
桂林杏苑,false
桂枝片玉,false
桂殿蘭宮,false
桂玉之地,false
桂薪玉粒,false
桂酒椒漿,false
桂馥蘭香,false
桃之夭夭,false
桃來李答,false
桃僵李代,false
桃夭李艷,false
桃夭柳媚,false
桃弧棘矢,false
桃李不言,false
桃李之教,false
桃李之饋,false
桃李成蹊,false
桃李春風,false
桃李滿天,false
桃李無言,false
桃李爭妍,false
桃李精神,false
桃李遍天,false
桃李門牆,false
桃紅柳綠,false
桃羞杏讓,false
桃腮柳眼,false
桃腮粉臉,false
桃花人面,false
桃花流水,false
桃花潭水,false
桃蹊柳曲,false
桃蹊柳陌,false
桑中之喜,false
桑中之約,false
桑土之謀,false
桑土之防,false
桑土綢繆,false
桑弧蒿矢,false
桑弧蓬矢,false
桑戶棬樞,false
桑戶蓬樞,false
桑榆之景,false
桑榆暮景,false
桑榆末景,false
桑樞甕牖,false
桑樞畝牖,false
桑樞韋帶,false
桑田滄海,false
桑田碧海,false
桑落瓦解,false
桑蔭不徙,false
桑蔭未移,false
桑間之約,false
桑間之詠,false
桑間之音,false
桑間濮上,false
梁孟相敬,false
梅妻鶴子,false
梗泛萍漂,false
梗泛萍飄,false
梗跡萍蹤,false
梗跡蓬飄,false
梗頑不化,false
條三窩四,false
條修葉貫,false
條入葉貫,false
條分節解,false
條分縷析,false
條條框框,false
條解支劈,false
條貫部分,false
梟俊禽敵,false
梟心鶴貌,false
梟蛇鬼怪,false
梟視狼顧,false
梟首示眾,false
梧桐一葉,false
梧桐斷角,false
梧鳳之鳴,false
梧鼠之技,false
梧鼠五技,false
梧鼠技窮,false
梨園子弟,false
梨園弟子,false
梨眉艾發,false
梨花帶雨,false
梭天摸地,false
梯山架壑,false
梯山棧谷,false
梯山航海,false
梯愚入聖,false
梳妝打扮,false
梳文櫛字,false
梳雲掠月,false
棄之可惜,false
棄之如敝,false
棄之度外,false
棄之敝屣,false
棄偽從真,false
棄公營私,false
棄其餘魚,false
棄同即異,false
棄好背盟,false
棄如敝屣,false
棄家蕩產,false
棄情遺世,false
棄惡從善,false
棄故攬新,false
棄文存質,false
棄文就武,false
棄明投暗,false
棄易求難,false
棄智遺身,false
棄暗投明,false
棄書捐劍,false
棄末反本,false
棄末返本,false
棄本求末,false
棄本逐末,false
棄瑕取用,false
棄瑕忘過,false
棄瑕錄用,false
棄瓊拾礫,false
棄甲丟盔,false
棄甲倒戈,false
棄甲投戈,false
棄甲曳兵,false
棄甲負弩,false
棄短就長,false
棄短用長,false
棄筆從戎,false
棄義倍信,false
棄舊圖新,false
棄舊憐新,false
棄舊迎新,false
棄若敝屣,false
棄車走林,false
棄逆歸順,false
棄過圖新,false
棄道任術,false
棄邪從正,false
棄邪歸正,false
棋布星羅,false
棋布星陳,false
棋布錯峙,false
棋輸先著,false
棋逢對手,false
棋逢敵手,false
棋高一著,false
棘地荊天,false
棧山航海,false
森嚴壁壘,false
森羅萬象,false
棲丘飲谷,false
棲棲遑遑,false
棲沖業簡,false
棲風宿雨,false
植善傾惡,false
植發穿冠,false
植發衝冠,false
植黨營私,false
植黨自私,false
椎埋屠狗,false
椎埋狗竊,false
椎埋穿掘,false
椎天搶地,false
椎心嘔血,false
椎心泣血,false
椎心頓足,false
椎心飲泣,false
椎牛歃血,false
椎牛發塚,false
椎牛饗士,false
椎胸跌足,false
椎胸頓足,false
椎膚剝髓,false
椎膚剝體,false
椎膺頓足,false
椎鋒陷陣,false
椎鋒陷陳,false
椎髻布衣,false
椒焚桂折,false
楊朱泣岐,false
楊柳依依,false
楊柳宮眉,false
楊生黃雀,false
楊穿三葉,false
楊花心性,false
楊花水性,false
楊虎圍匡,false
楊雀啣環,false
楛耘傷歲,false
楞手楞腳,false
楞眉橫眼,false
楞頭呆腦,false
楞頭楞腦,false
楞頭磕腦,false
業峻鴻績,false
業業兢兢,false
業業矜矜,false
業精於勤,false
極則必反,false
極口項斯,false
極古窮今,false
極壽無疆,false
極天罔地,false
極天蟠地,false
極天際地,false
極往知來,false
極情盡致,false
極情縱慾,false
極惡不赦,false
極惡窮凶,false
極智窮思,false
極本窮源,false
極樂世界,false
極武窮兵,false
極深研幾,false
極目迥望,false
極目遠望,false
極目遠眺,false
極而言之,false
極重不反,false
極重難返,false
榮古虐今,false
榮古陋今,false
榮宗耀祖,false
榮華富貴,false
榮諧伉儷,false
榷酒征茶,false
槃木朽株,false
槃根錯節,false
槊血滿袖,false
槍林刀樹,false
槍林彈雨,false
槍煙炮雨,false
槍煙砲雨,false
槍聲刀影,false
槐南一夢,false
樂不可支,false
樂不可極,false
樂不可言,false
樂不思蜀,false
樂不極盤,false
樂事勸功,false
樂以忘憂,false
樂善不倦,false
樂善好施,false
樂善好義,false
樂嗟苦咄,false
樂在其中,false
樂天任命,false
樂天安命,false
樂天知命,false
樂山愛水,false
樂山樂水,false
樂往哀來,false
樂成人美,false
樂新厭舊,false
樂昌之鏡,false
樂昌分鏡,false
樂昌破鏡,false
樂業安居,false
樂極則悲,false
樂極則憂,false
樂極哀來,false
樂極悲來,false
樂極悲生,false
樂極生哀,false
樂極生悲,false
樂此不倦,false
樂此不疲,false
樂盡悲來,false
樂禍幸災,false
樂而不厭,false
樂而不淫,false
樂而不荒,false
樂而忘死,false
樂而忘返,false
樂行憂違,false
樂退安貧,false
樂道好古,false
樂道安命,false
樂道安貧,false
樂道忘饑,false
樂道遺榮,false
樑上君子,false
樓台亭閣,false
樓船簫鼓,false
樓閣亭台,false
樓閣台榭,false
模山范水,false
模稜兩可,false
模稜兩端,false
樵村漁浦,false
樵蘇不爨,false
樵蘇失爨,false
樸實無華,false
樸斫之材,false
樸素無華,false
樸訥誠篤,false
樹上開花,false
樹俗立化,false
樹倒根摧,false
樹倒猢孫,false
樹倒猢猻,false
樹元立嫡,false
樹同拔異,false
樹大招風,false
樹大根深,false
樹德務滋,false
樹欲息而,false
樹欲靜而,false
樹碑立傳,false
樹高千丈,false
樹高招風,false
樽俎折衝,false
樽前月下,false
樽酒論文,false
橐甲束兵,false
橐駝之技,false
橘化為枳,false
橛守成規,false
機不可失,false
機不容發,false
機不旋踵,false
機事不密,false
機心械腸,false
機杼一家,false
機變如神,false
機關用盡,false
機關算盡,false
機難輕失,false
橡皮釘子,false
橡茹藿歠,false
橡飯菁羹,false
橫七豎八,false
橫三豎四,false
橫三順四,false
橫倒豎臥,false
橫僿不文,false
橫刀揭斧,false
橫刀躍馬,false
橫峰側嶺,false
橫征暴賦,false
橫征苛役,false
橫征苛斂,false
橫從穿貫,false
橫徵暴斂,false
橫恩濫賞,false
橫戈盤馬,false
橫戈躍馬,false
橫拖倒扯,false
橫拖倒拽,false
橫拖豎拉,false
橫挑鼻子,false
橫掃千軍,false
橫搶武奪,false
橫搶硬奪,false
橫攔豎擋,false
橫槊賦詩,false
橫槍躍馬,false
橫殃飛禍,false
橫災飛禍,false
橫無忌憚,false
橫生枝節,false
橫眉冷目,false
橫眉冷眼,false
橫眉努目,false
橫眉吐氣,false
橫眉怒目,false
橫眉怒視,false
橫眉瞪目,false
橫眉瞪眼,false
橫眉立目,false
橫眉立眼,false
橫眉豎眼,false
橫禍非災,false
橫禍飛災,false
橫科暴斂,false
橫翔捷出,false
橫草之功,false
橫蠻無理,false
橫行不法,false
橫行天下,false
橫行無忌,false
橫行直撞,false
橫行直走,false
橫行逆施,false
橫行霸道,false
橫衝直撞,false
橫衝直闖,false
橫見側出,false
橫說豎說,false
橫賦暴斂,false
橫躺豎臥,false
橫遮豎擋,false
橫金拖玉,false
橫針豎線,false
橫驅別騖,false
檀郎謝女,false
檻花籠鶴,false
櫛垢爬癢,false
櫛比鱗差,false
櫛比鱗次,false
櫛比鱗臻,false
櫛沐風雨,false
櫛霜沐露,false
櫛風沐雨,false
櫛風釃雨,false
櫟陽雨金,false
權傾中外,false
權傾天下,false
權均力敵,false
權均力齊,false
權宜之策,false
權宜之計,false
權時制宜,false
權移馬鹿,false
權衡利弊,false
權衡輕重,false
權變鋒出,false
權豪勢要,false
權重望崇,false
權重秩卑,false
欣喜若狂,false
欣欣向榮,false
欣欣自得,false
欣然自得,false
欹嶔歷落,false
欺三瞞四,false
欺上瞞下,false
欺上罔下,false
欺世盜名,false
欺人之談,false
欺人太甚,false
欺人自欺,false
欺公罔法,false
欺君罔上,false
欺君誤國,false
欺善怕惡,false
欺大壓小,false
欺天罔人,false
欺天罔地,false
欺天誑地,false
欺硬怕軟,false
欺貧愛富,false
欺軟怕硬,false
欺霜傲雪,false
欽差大臣,false
款學寡聞,false
款曲周至,false
款款深深,false
款款而談,false
款語溫言,false
歃血為盟,false
歎為觀止,false
歎老嗟卑,false
歎觀止矣,false
歐風美雨,false
歙漆阿膠,false
歡呼雀躍,false
歡呼鼓舞,false
歡喜冤家,false
歡喜若狂,false
歡天喜地,false
歡忭鼓舞,false
歡忻鼓舞,false
歡欣若狂,false
歡欣鼓舞,false
歡聚一堂,false
歡聲雷動,false
歡若平生,false
歡蹦亂跳,false
歡迸亂跳,false
止戈散馬,false
止戈為武,false
止戈興仁,false
止於至善,false
止暴禁非,false
止沸益薪,false
止渴思梅,false
止渴望梅,false
止談風月,false
正中下懷,false
正中己懷,false
正人君子,false
正兒巴經,false
正冠李下,false
正冠納履,false
正名定分,false
正大光明,false
正大堂煌,false
正大堂皇,false
正始之音,false
正容亢色,false
正己守道,false
正心誠意,false
正明公道,false
正本清源,false
正本澄源,false
正正之旗,false
正正堂堂,false
正正氣氣,false
正正經經,false
正氣凜然,false
正法直度,false
正法眼藏,false
正理平治,false
正直無私,false
正直無邪,false
正經八本,false
正經八板,false
正經八百,false
正聲雅音,false
正色危言,false
正色厲聲,false
正色敢言,false
正色直繩,false
正色直言,false
正襟危坐,false
正視繩行,false
正言不諱,false
正言厲色,false
正言厲顏,false
正言直諫,false
正身明法,false
正身清心,false
正身率下,false
正顏厲色,false
武不善作,false
武偃文修,false
武斷專橫,false
武斷鄉曲,false
武昌剩竹,false
武爵武任,false
武藝超群,false
歧路亡羊,false
歧路徘徊,false
歪不橫楞,false
歪八豎八,false
歪心邪意,false
歪打正著,false
歪門邪道,false
歪風邪氣,false
歲不我與,false
歲在龍蛇,false
歲寒三友,false
歲寒松柏,false
歲寒知松,false
歲序更新,false
歲時伏臘,false
歲暮天寒,false
歲月不居,false
歲月如流,false
歲月崢嶸,false
歲月蹉跎,false
歲比不登,false
歲稔年豐,false
歲聿其莫,false
歲聿雲暮,false
歲豐年稔,false
歷世摩鈍,false
歷世磨鈍,false
歷久彌堅,false
歷井捫天,false
歷兵秣馬,false
歷兵粟馬,false
歷日曠久,false
歷歷可數,false
歷歷可考,false
歷歷可見,false
歷歷可辨,false
歷歷在目,false
歷歷在耳,false
歷歷落落,false
歷精圖治,false
歷精更始,false
歷精為治,false
歸之若水,false
歸全反真,false
歸十歸一,false
歸去來兮,false
歸奇顧怪,false
歸師勿掩,false
歸心似箭,false
歸心如箭,false
歸根到底,false
歸根究柢,false
歸根結底,false
歸根結柢,false
歸根結蒂,false
歸正守丘,false
歸正邱首,false
歸正首丘,false
歸正首邱,false
歸真反璞,false
歸邪轉曜,false
歸馬放牛,false
死不悔改,false
死不改悔,false
死不旋踵,false
死不瞑目,false
死不足惜,false
死且不朽,false
死中求活,false
死乞白賴,false
死乞百賴,false
死亡枕藉,false
死亡無日,false
死別生離,false
死去活來,false
死告活央,false
死得其所,false
死心塌地,false
死心搭地,false
死心落地,false
死心踏地,false
死敗塗地,false
死於非命,false
死有餘僯,false
死有餘罪,false
死有餘誅,false
死有餘責,false
死有餘辜,false
死標白纏,false
死模活樣,false
死樣活氣,false
死欲速朽,false
死氣沉沉,false
死求白賴,false
死求百賴,false
死灰復然,false
死灰復燃,false
死灰槁木,false
死無對證,false
死無葬身,false
死生存亡,false
死生有命,false
死生榮辱,false
死皮賴臉,false
死眉瞪眼,false
死而不朽,false
死而後已,false
死而復生,false
死而無怨,false
死而無悔,false
死聲唃氣,false
死聲活氣,false
死聲淘氣,false
死裡求生,false
死裡逃生,false
死諸葛嚇,false
死諸葛能,false
死重泰山,false
死馬當活,false
死骨更肉,false
殃及池魚,false
殊勳異績,false
殊塗同會,false
殊塗同歸,false
殊塗同致,false
殊形妙狀,false
殊形詭狀,false
殊方同致,false
殊方異域,false
殊方絕域,false
殊深軫念,false
殊致同歸,false
殊言別語,false
殊路同歸,false
殊途同歸,false
殞身不恤,false
殞身碎首,false
殢雨尤雲,false
殢雲尤雨,false
殲一警百,false
殷天蔽日,false
殷民阜財,false
殷浩書空,false
殷鑒不遠,false
殺一儆百,false
殺一利百,false
殺一礪百,false
殺一警百,false
殺人不眨,false
殺人不見,false
殺人如草,false
殺人如蒿,false
殺人如蓺,false
殺人如麻,false
殺人放火,false
殺人滅口,false
殺人盈野,false
殺人越貨,false
殺妻求將,false
殺彘教子,false
殺敵致果,false
殺氣騰騰,false
殺衣縮食,false
殺身之禍,false
殺身報國,false
殺身成仁,false
殺身成義,false
殺雞儆猴,false
殺雞取卵,false
殺雞取蛋,false
殺雞哧猴,false
殺雞嚇猴,false
殺雞抹脖,false
殺雞為黍,false
殺雞焉用,false
殺雞駭猴,false
殺馬毀車,false
毀不危身,false
毀不滅性,false
毀冠裂裳,false
毀宗夷族,false
毀家紓國,false
毀家紓難,false
毀形滅性,false
毀方投圓,false
毀方瓦合,false
毀於一旦,false
毀瓦畫墁,false
毀舟為杕,false
毀譽不一,false
毀譽參半,false
毀車殺馬,false
毀鍾為鐸,false
毀風敗俗,false
毅然決然,false
毋望之禍,false
毋望之福,false
毋翼而飛,false
母以子貴,false
母慈子孝,false
母難之日,false
每下愈況,false
每況愈下,false
每飯不忘,false
毛手毛腳,false
毛森骨立,false
毛羽未豐,false
毛羽零落,false
毛舉細務,false
毛舉細故,false
毛舉縷析,false
毛遂墮井,false
毛遂自薦,false
毛骨悚然,false
毛骨竦然,false
毛骨聳然,false
毛髮不爽,false
毛髮之功,false
毛髮倒豎,false
毛髮悚然,false
毛髮絲粟,false
毛髮聳然,false
毫不介意,false
毫不利己,false
毫不諱言,false
毫分縷析,false
毫末不札,false
毫毛不犯,false
毫無二致,false
毫無疑義,false
毫無遜色,false
毫釐不爽,false
毫釐千里,false
毫釐絲忽,false
毫髮不爽,false
毫髮絲粟,false
氈上拖毛,false
氈襪裹腳,false
民不堪命,false
民不畏死,false
民不聊生,false
民以食為,false
民保於信,false
民和年稔,false
民和年豐,false
民困國貧,false
民安國泰,false
民安物阜,false
民富國強,false
民康物阜,false
民心不壹,false
民怨沸騰,false
民有菜色,false
民殷國富,false
民殷財阜,false
民淳俗厚,false
民熙物阜,false
民生凋敝,false
民生國計,false
民生在勤,false
民生塗炭,false
民窮財匱,false
民窮財盡,false
民胞物與,false
民脂民膏,false
民膏民脂,false
民貴君輕,false
民賊獨夫,false
氣充志驕,false
氣克鬥牛,false
氣勢洶洶,false
氣勢磅礡,false
氣吞宇宙,false
氣吞山河,false
氣吞湖海,false
氣吞牛斗,false
氣吞虹蝩,false
氣味相投,false
氣喘吁吁,false
氣喘如牛,false
氣壯如牛,false
氣壯山河,false
氣壯河山,false
氣壯理直,false
氣壯膽粗,false
氣宇軒昂,false
氣得志滿,false
氣忍聲吞,false
氣急敗喪,false
氣急敗壞,false
氣息奄奄,false
氣憤填膺,false
氣斷聲吞,false
氣決泉達,false
氣沖斗牛,false
氣沖牛斗,false
氣消膽奪,false
氣湧如山,false
氣滿志得,false
氣滿志驕,false
氣焰囂張,false
氣焰熏天,false
氣竭聲嘶,false
氣竭聲澌,false
氣義相投,false
氣血方剛,false
氣衝霄漢,false
氣誼相投,false
氣象萬千,false
氣貫長虹,false
氣逾霄漢,false
氣驕志滿,false
水中捉月,false
水中撈月,false
水中著鹽,false
